CardCode;GroupName;City;Name;PymntGroup
CN8034;NO DEDICADO A SALUD;YUMBO;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8036;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8037;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8038;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8039;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8041;CLINICAS PUBLICAS;MOSQUERA;NARIÑO;Contado
CN8043;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8046;CLINICAS PRIVADAS;BOGOTA;CUNDINAMARCA;CREDITO 30 DIAS
CN8047;MED LAB OP AMBUL;TULUA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8051;DROG FARMACIA Y MISC;PALMIRA;VALLE DEL CAUCA;Contado
CN8052;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8053;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN8056;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8057;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN8065;MED LAB OP AMBUL;ZARZAL;VALLE DEL CAUCA;Contado
CN8068;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8070;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8071;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8073;DROG FARMACIA Y MISC;JAMUNDI;VALLE DEL CAUCA;Contado
CN8074;DROG FARMACIA Y MISC;TULUA;VALLE DEL CAUCA;CREDITO 30 DIAS 5%
CN8075;DROG FARMACIA Y MISC;PRADERA;VALLE DEL CAUCA;Contado
CN8077;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8078;DROG FARMACIA Y MISC;SEVILLA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8081;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN8087;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN8088;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8089;DROG FARMACIA Y MISC;SANTANDER DE QUILICHAO;CAUCA;Contado
CN8090;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN8107;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8108;DROG FARMACIA Y MISC;TULUA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8109;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8110;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS
CN8112;DROG FARMACIA Y MISC;JAMUNDI;VALLE DEL CAUCA;Contado
CN8114;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS
CN8116;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN8119;DROG FARMACIA Y MISC;CALI;VALLE DEL RIO CAUCA;Contado
CN8122;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8123;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8128;CLINICAS PRIVADAS;BOGOTA;CUNDINAMARCA;Contado
CN8131;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8133;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8134;CLINICAS PRIVADAS;BOGOTA;CUNDINAMARCA;CREDITO 30 DIAS
CN8135;CLINICAS PRIVADAS;OCAÑA;NORTE DE SANTANDER;CREDITO 30 DIAS
CN8138;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8139;CLINICAS PRIVADAS;POPAYAN;CAUCA;Contado
CN8142;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8144;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8146;ODONTO CENTRO ODONTO;CALI;VALLE DEL RIO CAUCA;CREDITO 30 DIAS
CN8149;DROG FARMACIA Y MISC;PUERTO TEJADA;CAUCA;CREDITO 30 DIAS
CN8156;DROG FARMACIA Y MISC;ROLDANILLO;VALLE DEL CAUCA;CONTADO - CONTRA ENTREGA
CN8158;CLINICAS PRIVADAS;CALOTO;CAUCA;Contado
CN8159;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8160;MED LAB OP AMBUL;TULUA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8162;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8167;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8168;VETERINARIOS;VILLAGORGONA;VALLE DEL CAUCA;CREDITO 30 DIAS 3%
CN8169;DISTRIBUIDORES;BOGOTA;CUNDINAMARCA;CREDITO 30 DIAS
CN8170;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8171;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8173;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8173;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8177;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN8179;DROG FARMACIA Y MISC;TULUA;VALLE DEL CAUCA;CONTADO - CONTRA ENTREGA
CN8180;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8184;DISTRIBUIDORES;BOGOTA;CUNDINAMARCA;Contado
CN8185;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8189;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8195;NO DEDICADO A SALUD;TULUA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8199;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CONTADO 5%
CN8200;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8201;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN8202;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8203;NO DEDICADO A SALUD;BUGA;VALLE DEL CAUCA;CREDITO AGROINDUSTRIA
CN8209;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN8210;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN8212;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8216;ODONTO CENTRO ODONTO;FLORIDA;VALLE DEL CAUCA;Contado
CN8218;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN8219;NO DEDICADO A SALUD;BARBOSA -ANTIOQUIA;ANTIOQUIA;CREDITO 30 DIAS
CN8221;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8224;OCASION PACIEN PARTI;JAMUNDI;VALLE DEL CAUCA;Contado
CN8226;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8227;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8228;CLINICAS PRIVADAS;ARMENIA;QUINDIO;Contado
CN8229;MED LAB OP AMBUL;FLORIDA;VALLE DEL CAUCA;Contado
CN8230;MED LAB OP AMBUL;JAMUNDI;VALLE DEL CAUCA;Contado
CN8231;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN8232;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8243;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8244;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS, 30 DIAS 3%, CONTADO 5%
CN8246;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8249;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8251;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS, 30 DIAS 3%, CONTADO 5%
CN8254;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8255;CLINICAS PRIVADAS;GUADALAJARA DE BUGA;VALLE DEL CAUCA;CREDITO 90 DIAS, 30 DIAS 3%
CN8256;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN8258;CLINICAS PRIVADAS;PEREIRA/R;RISARALDA;CREDITO 90 DIAS, 30 DIAS 3%, CONTADO 5%
CN8259;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8267;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8268;CLINICAS PRIVADAS;TULUA;VALLE DEL CAUCA;Contado
CN8269;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8270;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN8271;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8273;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8278;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8280;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8284;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8287;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8288;DISTRIBUIDORES;BUENAVENTURA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8289;DISTRIBUIDORES;CALI;VALLE DEL RIO CAUCA;Contado
CN8290;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8291;VETERINARIOS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8292;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8293;CLINICAS PRIVADAS;POPAYAN;CAUCA;CREDITO 30 DIAS 3%, CONTADO 5%
CN8295;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8296;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS - 30 DIAS 5%
CN8297;OCASION PACIEN PARTI;NULL;VALLE DEL CAUCA;Contado
CN8299;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8303;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8305;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8308;DROG FARMACIA Y MISC;TULUA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8309;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8310;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8311;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN8312;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8313;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8315;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8316;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8320;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8325;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8329;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8330;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8331;ODONTO CENTRO ODONTO;POPAYAN;CAUCA;Contado
CN8334;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8336;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8337;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS
CN8339;BELLEZA Y ESTETICA;BOGOTA;CUNDINAMARCA;CREDITO 30 DIAS
CN8341;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN8342;VETERINARIOS;JAMUNDI;VALLE DEL CAUCA;Contado
CN8343;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8345;DROG FARMACIA Y MISC;POPAYAN;CAUCA;CONTADO - CONTRA ENTREGA
CN8347;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8351;DISTRIBUIDORES;TULUA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8352;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8353;CLINICAS PRIVADAS;CARTAGENA;BOLIVAR;Contado
CN8355;VETERINARIOS;PALMIRA;VALLE DEL CAUCA;CREDITO 30 DIAS 3%
CN8356;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8357;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN8358;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8359;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS - 30 DIAS 3%
CN8360;DISTRIBUIDORES;POPAYAN;CAUCA;Contado
CN8361;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8362;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8365;CLINICAS PRIVADAS;BOGOTA;CUNDINAMARCA;Contado
CN8366;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8371;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN8372;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8373;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8382;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS, 30 DIAS 3%, CONTADO 5%
CN8385;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8386;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;CONTADO - CONTRA ENTREGA
CN8387;CLINICAS PRIVADAS;JAMUNDI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8388;NO DEDICADO A SALUD;ENVIGADO;ANTIOQUIA;Contado
CN8389;CLINICAS PRIVADAS;TULUA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8391;MED LAB OP AMBUL;PEREIRA/R;RISARALDA;CREDITO 30 DIAS
CN8395;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8396;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8397;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8398;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8399;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN8400;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8401;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8403;DROG FARMACIA Y MISC;SANTANDER DE QUILICHAO;CAUCA;Contado
CN8404;DROG FARMACIA Y MISC;JAMUNDI;VALLE DEL CAUCA;Contado
CN8405;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8406;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN8407;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8408;DROG FARMACIA Y MISC;JAMUNDI;VALLE DEL CAUCA;Contado
CN8410;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN8412;MED LAB OP AMBUL;YUMBO;VALLE DEL CAUCA;Contado
CN8413;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8418;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8425;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8426;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8427;VETERINARIOS;PALMIRA;VALLE DEL CAUCA;Contado
CN8429;DISTRIBUIDORES;MANIZALES;CALDAS;Contado
CN8429;DISTRIBUIDORES;MANIZALES;CALDAS;Contado
CN8431;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8434;MED LAB OP AMBUL;TULUA;VALLE DEL CAUCA;Contado
CN8440;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8442;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8446;MED LAB OP AMBUL;MANIZALES;CALDAS;Contado
CN8447;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8449;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8450;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8451;CLINICAS PRIVADAS;BUGA;VALLE DEL CAUCA;CREDITO 60 DIAS - 30 DIAS 3%
CN8452;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8453;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8454;MED LAB OP AMBUL;PASTO;NARIÑO;Contado
CN8458;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8461;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8463;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8466;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8468;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8469;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8470;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8472;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8475;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN8478;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8478;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8480;DROG FARMACIA Y MISC;VILLAGORGONA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8481;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8482;MED LAB OP AMBUL;TULUA;VALLE DEL CAUCA;Contado
CN8486;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8488;NO DEDICADO A SALUD;BOGOTA;BOGOTA;CREDITO 60 DIAS
CN8490;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8491;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN8493;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8494;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN8495;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8497;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8498;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8501;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8502;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8503;CLINICAS PUBLICAS;IPIALES;NARIÑO;Contado
CN8505;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8506;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN8509;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8510;CLINICAS PRIVADAS;PALMIRA;VALLE DEL CAUCA;CREDITO 60 DIAS
CN8511;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN8513;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8516;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN8517;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8518;MED LAB OP AMBUL;BUGA;VALLE DEL CAUCA;Contado
CN8520;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8523;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8524;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8526;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN8526;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN8529;DROG FARMACIA Y MISC;VILLAGORGONA;VALLE DEL CAUCA;Contado
CN8531;DISTRIBUIDORES;MEDELLIN;ANTIOQUIA;Contado
CN8532;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8536;NO DEDICADO A SALUD;CALI- ACOPI;VALLE DEL CAUCA;Contado
CN8538;DROG FARMACIA Y MISC;YUMBO;VALLE DEL CAUCA;Contado
CN8540;DISTRIBUIDORES;VILLAVICENCIO;META;Contado
CN8541;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8546;CLINICAS PRIVADAS;BOGOTA;BOGOTA;CREDITO 30 DIAS
CN8547;DISTRIBUIDORES;PASTO;NARIÑO;CREDITO 30 DIAS
CN8548;NO DEDICADO A SALUD;YUMBO;VALLE DEL CAUCA;Contado
CN8549;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN8550;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8552;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN8553;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8554;VETERINARIOS;CARTAGO;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8556;NO DEDICADO A SALUD;YUMBO;VALLE DEL CAUCA;Contado
CN8560;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8562;DROG FARMACIA Y MISC;BOGOTA;BOGOTA;CREDITO 60 DIAS - 30 DIAS 5%
CN8564;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8566;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8568;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8569;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN8572;VETERINARIOS;BUENAVENTURA;VALLE DEL CAUCA;Contado
CN8573;DROG FARMACIA Y MISC;SANTANDER DE QUILICHAO;CAUCA;CREDITO 30 DIAS
CN8577;CLINICAS PRIVADAS;GINEBRA;VALLE DEL CAUCA;Contado
CN8578;DROG FARMACIA Y MISC;ANDALUCIA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8579;DISTRIBUIDORES;MANIZALES/C;CALDAS;CREDITO 30 DIAS
CN8580;VETERINARIOS;PALMIRA;VALLE DEL CAUCA;Contado
CN8581;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8582;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN8583;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8584;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN8587;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN8588;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8589;MED LAB OP AMBUL;TULUA;VALLE DEL CAUCA;Contado
CN8591;DROG FARMACIA Y MISC;CARTAGO;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8594;MED LAB OP AMBUL;BUENAVENTURA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8595;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8596;MED LAB OP AMBUL;PUERTO TEJADA;CAUCA;Contado
CN8599;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8602;DISTRIBUIDORES;BUENAVENTURA;CAUCA;Contado
CN8604;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8606;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8613;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8614;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8615;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8616;CLINICAS PRIVADAS;PALMIRA;VALLE DEL CAUCA;Contado
CN8618;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8619;CLINICAS PUBLICAS;CALI;VALLE DEL CAUCA;Contado
CN8620;CLINICAS PUBLICAS;VIJES;CAUCA;CREDITO 30 DIAS
CN8621;DROG FARMACIA Y MISC;TULUA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8624;CLINICAS PRIVADAS;JAMUNDI;VALLE DEL CAUCA;Contado
CN8627;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8628;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8630;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8631;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN8632;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8633;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN8635;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8636;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8638;CLINICAS PRIVADAS;PEREIRA;RISARALDA;CREDITO 30 DIAS
CN8640;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS, CONTADO 3%
CN8643;CLINICAS PRIVADAS;IPIALES;NARIÑO;Contado
CN8644;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8646;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8647;DROG FARMACIA Y MISC;EL LITORAL DEL SAN JUAN;CHOCO;Contado
CN8649;CLINICAS PUBLICAS;BUENAVENTURA;VALLE DEL CAUCA;Contado
CN8650;DROG FARMACIA Y MISC;POPAYAN;CAUCA;Contado
CN8651;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8653;DISTRIBUIDORES;PASTO;NARIÑO;CREDITO 30 DIAS 3%
CN8655;DROG FARMACIA Y MISC;CALIMA;VALLE DEL CAUCA;Contado
CN8657;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN8658;DISTRIBUIDORES;ITAGUI;ANTIOQUIA;Contado
CN8659;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8660;ODONTO CENTRO ODONTO;JAMUNDI;VALLE DEL CAUCA;Contado
CN8665;DROG FARMACIA Y MISC;CARTAGO;VALLE DEL CAUCA;Contado
CN8667;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN8669;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8671;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN8672;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN8673;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8677;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8678;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8679;NO DEDICADO A SALUD;YUMBO;VALLE DEL CAUCA;Contado
CN8680;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS
CN8688;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8689;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
